entry,at,order
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-28T00:47:54.790Z,174312287479007
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:47:54.790Z,174312287479006
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:47:54.790Z,174312287479005
"Player stacks: #2 ""MineSweeperPro @ 1CyApOBBYk"" (189.74) | #4 ""cashin @ z9ny6iZJyv"" (307.36)",2025-03-28T00:47:54.790Z,174312287479002
"-- starting hand #209 (id: nw1qxypkojp7)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-28T00:47:54.790Z,174312287479001
"The player ""james @ yIasX5_n4b"" quits the game with a stack of 0.00.",2025-03-28T00:47:54.790Z,174312287479000
"-- ending hand #208 --",2025-03-28T00:47:51.785Z,174312287178501
"""cashin @ z9ny6iZJyv"" collected 212.02 from pot with Two Pair, Q's & 7's (combination: Q♣, Q♦, 7♣, 7♥, J♥)",2025-03-28T00:47:51.785Z,174312287178500
"River: 6♥, Q♦, 7♥, 9♦ [J♥]",2025-03-28T00:47:47.782Z,174312286778200
"""cashin @ z9ny6iZJyv"" shows a 7♣, Q♣.",2025-03-28T00:47:43.776Z,174312286377601
"""james @ yIasX5_n4b"" shows a 10♣, Q♠.",2025-03-28T00:47:43.776Z,174312286377600
"""cashin @ z9ny6iZJyv"" calls 79.51",2025-03-28T00:47:42.945Z,174312286294500
"""james @ yIasX5_n4b"" raises to 79.51 and go all in",2025-03-28T00:47:41.419Z,174312286141900
"""cashin @ z9ny6iZJyv"" raises to 15.00",2025-03-28T00:47:37.397Z,174312285739700
"""james @ yIasX5_n4b"" bets 7.00",2025-03-28T00:47:19.792Z,174312283979200
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:47:11.569Z,174312283156900
"Turn: 6♥, Q♦, 7♥ [9♦]",2025-03-28T00:47:10.220Z,174312283022000
"""james @ yIasX5_n4b"" calls 23.00",2025-03-28T00:47:09.378Z,174312282937800
"""cashin @ z9ny6iZJyv"" raises to 23.00",2025-03-28T00:47:05.754Z,174312282575400
"""james @ yIasX5_n4b"" raises to 16.50",2025-03-28T00:47:00.603Z,174312282060300
"""cashin @ z9ny6iZJyv"" raises to 10.00",2025-03-28T00:46:54.426Z,174312281442600
"""james @ yIasX5_n4b"" bets 3.50",2025-03-28T00:46:46.586Z,174312280658600
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:46:40.476Z,174312280047600
"Flop:  [6♥, Q♦, 7♥]",2025-03-28T00:46:38.848Z,174312279884800
"""cashin @ z9ny6iZJyv"" calls 3.10",2025-03-28T00:46:38.044Z,174312279804400
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:46:37.053Z,174312279705300
"""james @ yIasX5_n4b"" raises to 3.10",2025-03-28T00:46:35.276Z,174312279527600
"""cashin @ z9ny6iZJyv"" posts a big blind of 1.00",2025-03-28T00:46:28.947Z,174312278894709
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-28T00:46:28.947Z,174312278894708
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:46:28.947Z,174312278894707
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:46:28.947Z,174312278894706
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:46:28.947Z,174312278894705
"Your hand is 10♣, Q♠",2025-03-28T00:46:28.947Z,174312278894702
"Player stacks: #1 ""james @ yIasX5_n4b"" (105.71) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (190.34) | #4 ""cashin @ z9ny6iZJyv"" (201.05)",2025-03-28T00:46:28.947Z,174312278894701
"-- starting hand #208 (id: sovvd6crfxuj)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-28T00:46:28.947Z,174312278894700
"-- ending hand #207 --",2025-03-28T00:46:26.032Z,174312278603202
"""cashin @ z9ny6iZJyv"" collected 4.80 from pot",2025-03-28T00:46:26.032Z,174312278603201
"Uncalled bet of 2.00 returned to ""cashin @ z9ny6iZJyv""",2025-03-28T00:46:26.032Z,174312278603200
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:46:25.203Z,174312278520300
"""cashin @ z9ny6iZJyv"" bets 2.00",2025-03-28T00:46:23.975Z,174312278397500
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T00:46:15.095Z,174312277509500
"Flop:  [4♦, K♣, 6♠]",2025-03-28T00:46:14.767Z,174312277476700
"""MineSweeperPro @ 1CyApOBBYk"" calls 2.00",2025-03-28T00:46:13.918Z,174312277391800
"""james @ yIasX5_n4b"" folds",2025-03-28T00:46:12.920Z,174312277292000
"""cashin @ z9ny6iZJyv"" raises to 2.00",2025-03-28T00:46:09.177Z,174312276917700
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-28T00:46:06.954Z,174312276695409
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-28T00:46:06.954Z,174312276695408
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:46:06.954Z,174312276695407
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:46:06.954Z,174312276695406
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:46:06.954Z,174312276695405
"Your hand is A♥, 3♠",2025-03-28T00:46:06.954Z,174312276695402
"Player stacks: #1 ""james @ yIasX5_n4b"" (106.31) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (192.44) | #4 ""cashin @ z9ny6iZJyv"" (198.35)",2025-03-28T00:46:06.954Z,174312276695401
"-- starting hand #207 (id: fpycbvmr1ymc)  (No Limit Texas Hold'em) (dealer: ""cashin @ z9ny6iZJyv"") --",2025-03-28T00:46:06.954Z,174312276695400
"""MineSweeperPro @ 1CyApOBBYk"" shows a 8♠, 8♣.",2025-03-28T00:46:04.081Z,174312276408100
"-- ending hand #206 --",2025-03-28T00:46:03.296Z,174312276329602
"""MineSweeperPro @ 1CyApOBBYk"" collected 2.80 from pot",2025-03-28T00:46:03.296Z,174312276329601
"Uncalled bet of 2.10 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-28T00:46:03.296Z,174312276329600
"""james @ yIasX5_n4b"" folds",2025-03-28T00:46:02.475Z,174312276247500
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T00:46:01.535Z,174312276153500
"""MineSweeperPro @ 1CyApOBBYk"" raises to 3.10",2025-03-28T00:45:58.260Z,174312275826000
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-28T00:45:56.484Z,174312275648409
"""cashin @ z9ny6iZJyv"" posts a small blind of 0.50",2025-03-28T00:45:56.484Z,174312275648408
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:45:56.484Z,174312275648407
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:45:56.484Z,174312275648406
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:45:56.484Z,174312275648405
"Your hand is 2♠, 10♥",2025-03-28T00:45:56.484Z,174312275648402
"Player stacks: #1 ""james @ yIasX5_n4b"" (107.41) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (190.74) | #4 ""cashin @ z9ny6iZJyv"" (198.95)",2025-03-28T00:45:56.484Z,174312275648401
"-- starting hand #206 (id: lb61bg710efi)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-28T00:45:56.484Z,174312275648400
"-- ending hand #205 --",2025-03-28T00:45:53.555Z,174312275355502
"""cashin @ z9ny6iZJyv"" collected 9.60 from pot",2025-03-28T00:45:53.555Z,174312275355501
"Uncalled bet of 3.00 returned to ""cashin @ z9ny6iZJyv""",2025-03-28T00:45:53.555Z,174312275355500
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:45:52.729Z,174312275272900
"""james @ yIasX5_n4b"" folds",2025-03-28T00:45:50.192Z,174312275019200
"""cashin @ z9ny6iZJyv"" bets 3.00",2025-03-28T00:45:44.112Z,174312274411200
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T00:45:40.662Z,174312274066200
"Turn: J♦, J♣, 8♦ [2♥]",2025-03-28T00:45:37.187Z,174312273718700
"""james @ yIasX5_n4b"" checks",2025-03-28T00:45:36.373Z,174312273637300
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:45:34.590Z,174312273459000
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T00:45:33.606Z,174312273360600
"Flop:  [J♦, J♣, 8♦]",2025-03-28T00:45:32.278Z,174312273227800
"""cashin @ z9ny6iZJyv"" calls 3.10",2025-03-28T00:45:31.380Z,174312273138000
"""MineSweeperPro @ 1CyApOBBYk"" calls 3.10",2025-03-28T00:45:27.821Z,174312272782100
"""james @ yIasX5_n4b"" raises to 3.10",2025-03-28T00:45:25.819Z,174312272581900
"""cashin @ z9ny6iZJyv"" posts a big blind of 1.00",2025-03-28T00:45:23.547Z,174312272354709
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-28T00:45:23.547Z,174312272354708
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:45:23.547Z,174312272354707
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:45:23.547Z,174312272354706
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:45:23.547Z,174312272354705
"Your hand is 5♣, A♦",2025-03-28T00:45:23.547Z,174312272354702
"Player stacks: #1 ""james @ yIasX5_n4b"" (110.61) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (193.94) | #4 ""cashin @ z9ny6iZJyv"" (192.55)",2025-03-28T00:45:23.547Z,174312272354701
"-- starting hand #205 (id: 3mfdqivaakrb)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-28T00:45:23.547Z,174312272354700
"-- ending hand #204 --",2025-03-28T00:45:20.624Z,174312272062402
"""james @ yIasX5_n4b"" collected 5.30 from pot",2025-03-28T00:45:20.624Z,174312272062401
"Uncalled bet of 5.30 returned to ""james @ yIasX5_n4b""",2025-03-28T00:45:20.624Z,174312272062400
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T00:45:19.749Z,174312271974900
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:45:16.253Z,174312271625300
"""james @ yIasX5_n4b"" raises to 7.30",2025-03-28T00:45:14.888Z,174312271488800
"""cashin @ z9ny6iZJyv"" raises to 2.00",2025-03-28T00:45:11.493Z,174312271149300
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-28T00:45:09.396Z,174312270939609
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-28T00:45:09.396Z,174312270939608
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:45:09.396Z,174312270939607
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:45:09.396Z,174312270939606
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:45:09.396Z,174312270939605
"Your hand is A♠, Q♠",2025-03-28T00:45:09.396Z,174312270939602
"Player stacks: #1 ""james @ yIasX5_n4b"" (107.41) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (195.04) | #4 ""cashin @ z9ny6iZJyv"" (194.65)",2025-03-28T00:45:09.396Z,174312270939601
"-- starting hand #204 (id: lmhxlabmispd)  (No Limit Texas Hold'em) (dealer: ""cashin @ z9ny6iZJyv"") --",2025-03-28T00:45:09.396Z,174312270939600
"-- ending hand #203 --",2025-03-28T00:45:06.444Z,174312270644402
"""MineSweeperPro @ 1CyApOBBYk"" collected 2.80 from pot",2025-03-28T00:45:06.444Z,174312270644401
"Uncalled bet of 2.10 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-28T00:45:06.444Z,174312270644400
"""james @ yIasX5_n4b"" folds",2025-03-28T00:45:05.620Z,174312270562000
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T00:45:03.267Z,174312270326700
"""MineSweeperPro @ 1CyApOBBYk"" raises to 3.10",2025-03-28T00:45:01.090Z,174312270109000
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-28T00:44:59.511Z,174312269951110
"""cashin @ z9ny6iZJyv"" posts a small blind of 0.50",2025-03-28T00:44:59.511Z,174312269951109
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:44:59.511Z,174312269951108
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:44:59.511Z,174312269951107
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:44:59.511Z,174312269951106
"Your hand is 10♥, 4♦",2025-03-28T00:44:59.511Z,174312269951103
"Player stacks: #1 ""james @ yIasX5_n4b"" (108.51) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (193.34) | #4 ""cashin @ z9ny6iZJyv"" (195.25)",2025-03-28T00:44:59.511Z,174312269951102
"-- starting hand #203 (id: 2gpolnmecgjh)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-28T00:44:59.511Z,174312269951101
"The admin updated the player ""james @ yIasX5_n4b"" stack from 58.51 to 108.51.",2025-03-28T00:44:59.511Z,174312269951100
"-- ending hand #202 --",2025-03-28T00:44:56.494Z,174312269649402
"""cashin @ z9ny6iZJyv"" collected 7.00 from pot with K High (combination: K♥, Q♠, 10♥, 7♠, 6♥)",2025-03-28T00:44:56.494Z,174312269649401
"""cashin @ z9ny6iZJyv"" shows a K♥, 7♠.",2025-03-28T00:44:56.494Z,174312269649400
"""james @ yIasX5_n4b"" checks",2025-03-28T00:44:55.644Z,174312269564400
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:44:54.632Z,174312269463200
"River: 5♥, 10♥, 6♥, 2♠ [Q♠]",2025-03-28T00:44:52.082Z,174312269208200
"""james @ yIasX5_n4b"" checks",2025-03-28T00:44:51.254Z,174312269125400
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:44:49.315Z,174312268931500
"Turn: 5♥, 10♥, 6♥ [2♠]",2025-03-28T00:44:45.280Z,174312268528000
"""james @ yIasX5_n4b"" checks",2025-03-28T00:44:44.449Z,174312268444900
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:44:42.247Z,174312268224700
"WARNING: the admin queued the stack change for the player ""james @ yIasX5_n4b"" adding 50.00 chips in the next hand.",2025-03-28T00:44:40.894Z,174312268089400
"Flop:  [5♥, 10♥, 6♥]",2025-03-28T00:44:39.755Z,174312267975500
"""cashin @ z9ny6iZJyv"" calls 3.10",2025-03-28T00:44:38.938Z,174312267893800
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:44:38.081Z,174312267808100
"""james @ yIasX5_n4b"" raises to 3.10",2025-03-28T00:44:34.932Z,174312267493200
"""cashin @ z9ny6iZJyv"" posts a big blind of 1.00",2025-03-28T00:44:28.987Z,174312266898709
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-28T00:44:28.987Z,174312266898708
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:44:28.987Z,174312266898707
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:44:28.987Z,174312266898706
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:44:28.987Z,174312266898705
"Your hand is J♠, 3♠",2025-03-28T00:44:28.987Z,174312266898702
"Player stacks: #1 ""james @ yIasX5_n4b"" (61.71) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (193.94) | #4 ""cashin @ z9ny6iZJyv"" (191.45)",2025-03-28T00:44:28.987Z,174312266898701
"-- starting hand #202 (id: rwojkzl6l74q)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-28T00:44:28.987Z,174312266898700
"-- ending hand #201 --",2025-03-28T00:44:25.935Z,174312266593503
"""MineSweeperPro @ 1CyApOBBYk"" shows a 4♣, 3♠.",2025-03-28T00:44:25.935Z,174312266593502
"""cashin @ z9ny6iZJyv"" collected 6.80 from pot with Pair, 6's (combination: 6♦, 6♥, K♠, 9♠, 8♠)",2025-03-28T00:44:25.935Z,174312266593501
"""cashin @ z9ny6iZJyv"" shows a 6♦, 8♠.",2025-03-28T00:44:25.935Z,174312266593500
"""cashin @ z9ny6iZJyv"" calls 1.00",2025-03-28T00:44:25.124Z,174312266512400
"""MineSweeperPro @ 1CyApOBBYk"" bets 1.00",2025-03-28T00:44:23.369Z,174312266336900
"River: K♠, 9♠, 2♥, 6♥ [4♦]",2025-03-28T00:44:20.570Z,174312266057000
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:44:19.746Z,174312265974600
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T00:44:18.636Z,174312265863600
"Turn: K♠, 9♠, 2♥ [6♥]",2025-03-28T00:44:15.586Z,174312265558600
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:44:14.777Z,174312265477700
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T00:44:12.055Z,174312265205500
"Flop:  [K♠, 9♠, 2♥]",2025-03-28T00:44:11.755Z,174312265175500
"""MineSweeperPro @ 1CyApOBBYk"" calls 2.00",2025-03-28T00:44:10.944Z,174312265094400
"""james @ yIasX5_n4b"" folds",2025-03-28T00:44:09.754Z,174312264975400
"""cashin @ z9ny6iZJyv"" raises to 2.00",2025-03-28T00:44:02.898Z,174312264289800
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-28T00:44:01.744Z,174312264174409
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-28T00:44:01.744Z,174312264174408
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:44:01.744Z,174312264174407
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:44:01.744Z,174312264174406
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:44:01.744Z,174312264174405
"Your hand is 8♦, 3♦",2025-03-28T00:44:01.744Z,174312264174402
"Player stacks: #1 ""james @ yIasX5_n4b"" (62.31) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (197.04) | #4 ""cashin @ z9ny6iZJyv"" (187.75)",2025-03-28T00:44:01.744Z,174312264174401
"-- starting hand #201 (id: 51ubzxorx7uq)  (No Limit Texas Hold'em) (dealer: ""cashin @ z9ny6iZJyv"") --",2025-03-28T00:44:01.744Z,174312264174400
"-- ending hand #200 --",2025-03-28T00:43:58.693Z,174312263869302
"""MineSweeperPro @ 1CyApOBBYk"" collected 24.08 from pot with Full House, Q's over 8's (combination: Q♣, Q♠, Q♦, 8♦, 8♠)",2025-03-28T00:43:58.693Z,174312263869301
"""MineSweeperPro @ 1CyApOBBYk"" shows a Q♣, 8♦.",2025-03-28T00:43:58.693Z,174312263869300
"""cashin @ z9ny6iZJyv"" calls 4.44",2025-03-28T00:43:57.879Z,174312263787900
"""MineSweeperPro @ 1CyApOBBYk"" bets 4.44",2025-03-28T00:43:50.849Z,174312263084900
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:43:46.504Z,174312262650400
"River: Q♠, Q♦, 3♥, K♣ [8♠]",2025-03-28T00:43:42.136Z,174312262213600
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T00:43:41.318Z,174312262131800
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:43:38.468Z,174312261846800
"Turn: Q♠, Q♦, 3♥ [K♣]",2025-03-28T00:43:36.734Z,174312261673400
"""james @ yIasX5_n4b"" folds",2025-03-28T00:43:35.881Z,174312261588100
"""cashin @ z9ny6iZJyv"" calls 2.80",2025-03-28T00:43:24.445Z,174312260444500
"""MineSweeperPro @ 1CyApOBBYk"" bets 2.80",2025-03-28T00:43:17.717Z,174312259771700
"""james @ yIasX5_n4b"" checks",2025-03-28T00:43:13.240Z,174312259324000
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:43:07.406Z,174312258740600
"Flop:  [Q♠, Q♦, 3♥]",2025-03-28T00:43:03.998Z,174312258399800
"""james @ yIasX5_n4b"" calls 3.10",2025-03-28T00:43:03.170Z,174312258317000
"""cashin @ z9ny6iZJyv"" calls 3.10",2025-03-28T00:42:54.899Z,174312257489900
"""MineSweeperPro @ 1CyApOBBYk"" raises to 3.10",2025-03-28T00:42:53.553Z,174312257355300
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-28T00:42:50.508Z,174312257050809
"""cashin @ z9ny6iZJyv"" posts a small blind of 0.50",2025-03-28T00:42:50.508Z,174312257050808
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:42:50.508Z,174312257050807
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:42:50.508Z,174312257050806
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:42:50.508Z,174312257050805
"Your hand is A♠, 5♥",2025-03-28T00:42:50.508Z,174312257050802
"Player stacks: #1 ""james @ yIasX5_n4b"" (65.51) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (183.40) | #4 ""cashin @ z9ny6iZJyv"" (198.19)",2025-03-28T00:42:50.508Z,174312257050801
"-- starting hand #200 (id: 4kezi9mqz344)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-28T00:42:50.508Z,174312257050800
"-- ending hand #199 --",2025-03-28T00:42:47.499Z,174312256749902
"""cashin @ z9ny6iZJyv"" collected 65.51 from pot with Two Pair, 10's & 8's (combination: 10♥, 10♠, 8♦, 8♥, A♠)",2025-03-28T00:42:47.499Z,174312256749901
"""james @ yIasX5_n4b"" collected 65.51 from pot with Two Pair, 10's & 8's (combination: 10♥, 10♠, 8♦, 8♥, A♥)",2025-03-28T00:42:47.499Z,174312256749900
"River: 8♦, 9♣, 10♥, 10♠ [8♥]",2025-03-28T00:42:43.485Z,174312256348500
"Turn: 8♦, 9♣, 10♥ [10♠]",2025-03-28T00:42:39.483Z,174312255948300
"Flop:  [8♦, 9♣, 10♥]",2025-03-28T00:42:35.479Z,174312255547900
"""cashin @ z9ny6iZJyv"" shows a A♠, 5♠.",2025-03-28T00:42:31.476Z,174312255147601
"""james @ yIasX5_n4b"" shows a Q♦, A♥.",2025-03-28T00:42:31.476Z,174312255147600
"""cashin @ z9ny6iZJyv"" calls 63.81",2025-03-28T00:42:30.658Z,174312255065800
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:42:25.291Z,174312254529100
"""james @ yIasX5_n4b"" raises to 63.81 and go all in",2025-03-28T00:42:23.839Z,174312254383900
"""cashin @ z9ny6iZJyv"" raises to 15.70",2025-03-28T00:42:21.194Z,174312254119400
"""MineSweeperPro @ 1CyApOBBYk"" calls 3.10",2025-03-28T00:42:17.092Z,174312253709200
"""james @ yIasX5_n4b"" raises to 3.10",2025-03-28T00:42:12.946Z,174312253294600
"""cashin @ z9ny6iZJyv"" posts a big blind of 1.00",2025-03-28T00:42:10.654Z,174312253065409
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-28T00:42:10.654Z,174312253065408
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:42:10.654Z,174312253065407
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:42:10.654Z,174312253065406
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:42:10.654Z,174312253065405
"Your hand is Q♦, A♥",2025-03-28T00:42:10.654Z,174312253065402
"Player stacks: #1 ""james @ yIasX5_n4b"" (63.91) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (186.60) | #4 ""cashin @ z9ny6iZJyv"" (196.59)",2025-03-28T00:42:10.654Z,174312253065401
"-- starting hand #199 (id: jsb6relgfwwt)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-28T00:42:10.654Z,174312253065400
"-- ending hand #198 --",2025-03-28T00:42:07.727Z,174312252772702
"""cashin @ z9ny6iZJyv"" collected 26.40 from pot",2025-03-28T00:42:07.727Z,174312252772701
"Uncalled bet of 13.20 returned to ""cashin @ z9ny6iZJyv""",2025-03-28T00:42:07.727Z,174312252772700
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:42:06.911Z,174312252691100
"""cashin @ z9ny6iZJyv"" bets 13.20",2025-03-28T00:42:05.713Z,174312252571300
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T00:42:00.204Z,174312252020400
"Turn: 7♣, 7♦, 6♦ [10♣]",2025-03-28T00:41:59.119Z,174312251911900
"""MineSweeperPro @ 1CyApOBBYk"" calls 5.00",2025-03-28T00:41:58.307Z,174312251830700
"""cashin @ z9ny6iZJyv"" bets 5.00",2025-03-28T00:41:55.796Z,174312251579600
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T00:41:50.994Z,174312251099400
"Flop:  [7♣, 7♦, 6♦]",2025-03-28T00:41:49.138Z,174312250913800
"""cashin @ z9ny6iZJyv"" calls 7.80",2025-03-28T00:41:48.330Z,174312250833000
"""MineSweeperPro @ 1CyApOBBYk"" raises to 7.80",2025-03-28T00:41:43.345Z,174312250334500
"""james @ yIasX5_n4b"" folds",2025-03-28T00:41:37.471Z,174312249747100
"""cashin @ z9ny6iZJyv"" raises to 2.00",2025-03-28T00:41:35.978Z,174312249597800
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-28T00:41:34.774Z,174312249477409
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-28T00:41:34.774Z,174312249477408
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:41:34.774Z,174312249477407
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:41:34.774Z,174312249477406
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:41:34.774Z,174312249477405
"Your hand is 3♠, K♥",2025-03-28T00:41:34.774Z,174312249477402
"Player stacks: #1 ""james @ yIasX5_n4b"" (64.51) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (199.50) | #4 ""cashin @ z9ny6iZJyv"" (183.09)",2025-03-28T00:41:34.774Z,174312249477401
"-- starting hand #198 (id: d5ol8lbugdgq)  (No Limit Texas Hold'em) (dealer: ""cashin @ z9ny6iZJyv"") --",2025-03-28T00:41:34.774Z,174312249477400
"-- ending hand #197 --",2025-03-28T00:41:31.770Z,174312249177002
"""cashin @ z9ny6iZJyv"" collected 31.48 from pot with Two Pair, A's & 7's (combination: A♥, A♠, 7♥, 7♠, J♠)",2025-03-28T00:41:31.770Z,174312249177001
"""cashin @ z9ny6iZJyv"" shows a A♥, J♠.",2025-03-28T00:41:31.770Z,174312249177000
"""james @ yIasX5_n4b"" checks",2025-03-28T00:41:30.960Z,174312249096000
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:41:28.544Z,174312248854400
"River: 8♠, 7♥, 4♥, 7♠ [A♠]",2025-03-28T00:41:27.064Z,174312248706400
"""cashin @ z9ny6iZJyv"" calls 7.87",2025-03-28T00:41:26.216Z,174312248621600
"""james @ yIasX5_n4b"" bets 7.87",2025-03-28T00:41:19.429Z,174312247942900
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:41:15.904Z,174312247590400
"Turn: 8♠, 7♥, 4♥ [7♠]",2025-03-28T00:41:14.555Z,174312247455500
