entry,at,order
"""cashin @ z9ny6iZJyv"" calls 4.72",2025-03-28T00:41:13.725Z,174312247372500
"""james @ yIasX5_n4b"" bets 4.72",2025-03-28T00:41:07.587Z,174312246758700
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:41:04.896Z,174312246489600
"Flop:  [8♠, 7♥, 4♥]",2025-03-28T00:41:01.451Z,174312246145100
"""james @ yIasX5_n4b"" calls 3.00",2025-03-28T00:41:00.624Z,174312246062400
"""cashin @ z9ny6iZJyv"" raises to 3.00",2025-03-28T00:40:57.964Z,174312245796400
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:40:52.610Z,174312245261000
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-28T00:40:51.139Z,174312245113909
"""cashin @ z9ny6iZJyv"" posts a small blind of 0.50",2025-03-28T00:40:51.139Z,174312245113908
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:40:51.139Z,174312245113907
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:40:51.139Z,174312245113906
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:40:51.139Z,174312245113905
"Your hand is Q♥, 5♥",2025-03-28T00:40:51.139Z,174312245113902
"Player stacks: #1 ""james @ yIasX5_n4b"" (80.20) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (199.60) | #4 ""cashin @ z9ny6iZJyv"" (167.30)",2025-03-28T00:40:51.139Z,174312245113901
"-- starting hand #197 (id: 0ihy4gscase9)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-28T00:40:51.139Z,174312245113900
"-- ending hand #196 --",2025-03-28T00:40:48.090Z,174312244809002
"""cashin @ z9ny6iZJyv"" collected 50.00 from pot with Straight, 5 High (combination: 5♥, 4♦, 3♦, 2♠, A♦)",2025-03-28T00:40:48.090Z,174312244809001
"""cashin @ z9ny6iZJyv"" shows a 3♦, 4♦.",2025-03-28T00:40:48.090Z,174312244809000
"""james @ yIasX5_n4b"" calls 12.50",2025-03-28T00:40:47.274Z,174312244727400
"""cashin @ z9ny6iZJyv"" bets 12.50",2025-03-28T00:40:45.810Z,174312244581000
"River: 5♥, 7♦, A♦, 4♣ [2♠]",2025-03-28T00:40:39.194Z,174312243919400
"""james @ yIasX5_n4b"" checks",2025-03-28T00:40:38.379Z,174312243837900
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:40:36.018Z,174312243601800
"Turn: 5♥, 7♦, A♦ [4♣]",2025-03-28T00:40:34.312Z,174312243431200
"""james @ yIasX5_n4b"" calls 9.00",2025-03-28T00:40:33.466Z,174312243346600
"""cashin @ z9ny6iZJyv"" raises to 9.00",2025-03-28T00:40:31.381Z,174312243138100
"""james @ yIasX5_n4b"" bets 3.00",2025-03-28T00:40:28.286Z,174312242828600
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:40:24.694Z,174312242469400
"Flop:  [5♥, 7♦, A♦]",2025-03-28T00:40:22.500Z,174312242250000
"""cashin @ z9ny6iZJyv"" calls 3.10",2025-03-28T00:40:21.686Z,174312242168600
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:40:20.783Z,174312242078300
"""james @ yIasX5_n4b"" raises to 3.10",2025-03-28T00:40:19.448Z,174312241944800
"""cashin @ z9ny6iZJyv"" posts a big blind of 1.00",2025-03-28T00:40:15.038Z,174312241503809
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-28T00:40:15.038Z,174312241503808
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:40:15.038Z,174312241503807
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:40:15.038Z,174312241503806
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:40:15.038Z,174312241503805
"Your hand is 6♠, 4♠",2025-03-28T00:40:15.038Z,174312241503802
"Player stacks: #1 ""james @ yIasX5_n4b"" (104.90) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (200.20) | #4 ""cashin @ z9ny6iZJyv"" (142.00)",2025-03-28T00:40:15.038Z,174312241503801
"-- starting hand #196 (id: ukor77dkbyxt)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-28T00:40:15.038Z,174312241503800
"-- ending hand #195 --",2025-03-28T00:40:11.958Z,174312241195802
"""james @ yIasX5_n4b"" collected 25.90 from pot with Pair, 10's (combination: 10♦, 10♥, Q♠, J♦, 7♣)",2025-03-28T00:40:11.958Z,174312241195801
"""james @ yIasX5_n4b"" shows a 10♦, 10♥.",2025-03-28T00:40:11.958Z,174312241195800
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:40:11.134Z,174312241113400
"""james @ yIasX5_n4b"" checks",2025-03-28T00:40:10.090Z,174312241009000
"River: 7♣, 5♦, Q♠, 2♣ [J♦]",2025-03-28T00:40:08.633Z,174312240863300
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:40:07.751Z,174312240775100
"""james @ yIasX5_n4b"" checks",2025-03-28T00:40:06.427Z,174312240642700
"Turn: 7♣, 5♦, Q♠ [2♣]",2025-03-28T00:40:02.233Z,174312240223300
"""james @ yIasX5_n4b"" calls 5.00",2025-03-28T00:40:01.384Z,174312240138400
"""cashin @ z9ny6iZJyv"" bets 5.00",2025-03-28T00:39:58.716Z,174312239871600
"""james @ yIasX5_n4b"" checks",2025-03-28T00:39:53.661Z,174312239366100
"Flop:  [7♣, 5♦, Q♠]",2025-03-28T00:39:51.397Z,174312239139700
"""cashin @ z9ny6iZJyv"" calls 7.30",2025-03-28T00:39:50.574Z,174312239057400
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:39:49.530Z,174312238953000
"""james @ yIasX5_n4b"" raises to 7.30",2025-03-28T00:39:47.141Z,174312238714100
"""cashin @ z9ny6iZJyv"" raises to 2.00",2025-03-28T00:39:40.876Z,174312238087600
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-28T00:39:37.335Z,174312237733509
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-28T00:39:37.335Z,174312237733508
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:39:37.335Z,174312237733507
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:39:37.335Z,174312237733506
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:39:37.335Z,174312237733505
"Your hand is 10♦, 10♥",2025-03-28T00:39:37.335Z,174312237733502
"Player stacks: #1 ""james @ yIasX5_n4b"" (91.40) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (201.30) | #4 ""cashin @ z9ny6iZJyv"" (154.40)",2025-03-28T00:39:37.335Z,174312237733501
"-- starting hand #195 (id: b8bfp0arsars)  (No Limit Texas Hold'em) (dealer: ""cashin @ z9ny6iZJyv"") --",2025-03-28T00:39:37.335Z,174312237733500
"-- ending hand #194 --",2025-03-28T00:39:34.396Z,174312237439602
"""james @ yIasX5_n4b"" collected 1.30 from pot",2025-03-28T00:39:34.396Z,174312237439601
"Uncalled bet of 0.50 returned to ""james @ yIasX5_n4b""",2025-03-28T00:39:34.396Z,174312237439600
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T00:39:33.576Z,174312237357600
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:39:32.666Z,174312237266600
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-28T00:39:31.211Z,174312237121109
"""cashin @ z9ny6iZJyv"" posts a small blind of 0.50",2025-03-28T00:39:31.211Z,174312237121108
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:39:31.211Z,174312237121107
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:39:31.211Z,174312237121106
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:39:31.211Z,174312237121105
"Your hand is 8♣, A♥",2025-03-28T00:39:31.211Z,174312237121102
"Player stacks: #1 ""james @ yIasX5_n4b"" (90.70) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (201.40) | #4 ""cashin @ z9ny6iZJyv"" (155.00)",2025-03-28T00:39:31.211Z,174312237121101
"-- starting hand #194 (id: tkpfhtgotg3z)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-28T00:39:31.211Z,174312237121100
"-- ending hand #193 --",2025-03-28T00:39:28.305Z,174312236830502
"""cashin @ z9ny6iZJyv"" collected 7.74 from pot",2025-03-28T00:39:28.305Z,174312236830501
"Uncalled bet of 2.00 returned to ""cashin @ z9ny6iZJyv""",2025-03-28T00:39:28.305Z,174312236830500
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:39:27.486Z,174312236748600
"""cashin @ z9ny6iZJyv"" bets 2.00",2025-03-28T00:39:21.237Z,174312236123700
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T00:39:15.867Z,174312235586700
"Flop:  [2♦, 9♠, 8♥]",2025-03-28T00:39:13.723Z,174312235372300
"""cashin @ z9ny6iZJyv"" calls 3.72",2025-03-28T00:39:12.897Z,174312235289700
"""MineSweeperPro @ 1CyApOBBYk"" raises to 3.72",2025-03-28T00:39:10.201Z,174312235020100
"""james @ yIasX5_n4b"" folds",2025-03-28T00:39:07.131Z,174312234713100
"""cashin @ z9ny6iZJyv"" posts a big blind of 1.00",2025-03-28T00:38:30.989Z,174312231098909
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-28T00:38:30.989Z,174312231098908
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:38:30.989Z,174312231098907
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:38:30.989Z,174312231098906
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:38:30.989Z,174312231098905
"Your hand is 2♣, 4♦",2025-03-28T00:38:30.989Z,174312231098902
"Player stacks: #1 ""james @ yIasX5_n4b"" (90.80) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (205.22) | #4 ""cashin @ z9ny6iZJyv"" (151.08)",2025-03-28T00:38:30.989Z,174312231098901
"-- starting hand #193 (id: gbadbtdtilid)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-28T00:38:30.989Z,174312231098900
"""james @ yIasX5_n4b"" shows a 6♠, 6♦.",2025-03-28T00:38:27.608Z,174312230760800
"""cashin @ z9ny6iZJyv"" shows a Q♦, 9♦.",2025-03-28T00:38:27.502Z,174312230750200
"-- ending hand #192 --",2025-03-28T00:38:26.627Z,174312230662702
"""james @ yIasX5_n4b"" collected 19.24 from pot",2025-03-28T00:38:26.627Z,174312230662701
"Uncalled bet of 71.56 returned to ""james @ yIasX5_n4b""",2025-03-28T00:38:26.627Z,174312230662700
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T00:38:25.809Z,174312230580900
"""james @ yIasX5_n4b"" bets 71.56 and go all in",2025-03-28T00:38:15.922Z,174312229592200
"River: 3♦, J♦, J♥, 7♠ [7♦]",2025-03-28T00:38:11.105Z,174312229110500
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:38:10.295Z,174312229029500
"""james @ yIasX5_n4b"" checks",2025-03-28T00:38:09.313Z,174312228931300
"Turn: 3♦, J♦, J♥ [7♠]",2025-03-28T00:38:07.664Z,174312228766400
"""cashin @ z9ny6iZJyv"" calls 3.00",2025-03-28T00:38:06.821Z,174312228682100
"""james @ yIasX5_n4b"" bets 3.00",2025-03-28T00:38:05.385Z,174312228538500
"Flop:  [3♦, J♦, J♥]",2025-03-28T00:38:02.038Z,174312228203800
"""cashin @ z9ny6iZJyv"" calls 5.97",2025-03-28T00:38:01.215Z,174312228121500
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:37:59.439Z,174312227943900
"""james @ yIasX5_n4b"" raises to 5.97",2025-03-28T00:37:57.720Z,174312227772000
"""cashin @ z9ny6iZJyv"" raises to 2.00",2025-03-28T00:37:54.061Z,174312227406100
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-28T00:37:51.904Z,174312227190409
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-28T00:37:51.904Z,174312227190408
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:37:51.904Z,174312227190407
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:37:51.904Z,174312227190406
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:37:51.904Z,174312227190405
"Your hand is 6♠, 6♦",2025-03-28T00:37:51.904Z,174312227190402
"Player stacks: #1 ""james @ yIasX5_n4b"" (80.63) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (206.32) | #4 ""cashin @ z9ny6iZJyv"" (160.15)",2025-03-28T00:37:51.904Z,174312227190401
"-- starting hand #192 (id: xos6dno8r0nk)  (No Limit Texas Hold'em) (dealer: ""cashin @ z9ny6iZJyv"") --",2025-03-28T00:37:51.904Z,174312227190400
"""MineSweeperPro @ 1CyApOBBYk"" shows a A♥.",2025-03-28T00:37:49.032Z,174312226903200
"-- ending hand #191 --",2025-03-28T00:37:48.238Z,174312226823802
"""MineSweeperPro @ 1CyApOBBYk"" collected 9.60 from pot",2025-03-28T00:37:48.238Z,174312226823801
"Uncalled bet of 2.80 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-28T00:37:48.238Z,174312226823800
"""james @ yIasX5_n4b"" folds",2025-03-28T00:37:47.395Z,174312226739500
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T00:37:46.396Z,174312226639600
"""MineSweeperPro @ 1CyApOBBYk"" bets 2.80",2025-03-28T00:37:44.041Z,174312226404100
"""james @ yIasX5_n4b"" checks",2025-03-28T00:37:39.926Z,174312225992600
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:37:38.522Z,174312225852200
"Turn: 6♠, 5♠, 5♣ [J♠]",2025-03-28T00:37:36.886Z,174312225688600
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T00:37:36.027Z,174312225602700
"""james @ yIasX5_n4b"" checks",2025-03-28T00:37:34.324Z,174312225432400
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:37:32.369Z,174312225236900
"Flop:  [6♠, 5♠, 5♣]",2025-03-28T00:37:28.865Z,174312224886500
"""james @ yIasX5_n4b"" calls 3.10",2025-03-28T00:37:28.050Z,174312224805000
"""cashin @ z9ny6iZJyv"" calls 3.10",2025-03-28T00:37:26.050Z,174312224605000
"""MineSweeperPro @ 1CyApOBBYk"" raises to 3.10",2025-03-28T00:37:24.136Z,174312224413600
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-28T00:37:20.508Z,174312224050809
"""cashin @ z9ny6iZJyv"" posts a small blind of 0.50",2025-03-28T00:37:20.508Z,174312224050808
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:37:20.508Z,174312224050807
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:37:20.508Z,174312224050806
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:37:20.508Z,174312224050805
"Your hand is 7♦, 8♠",2025-03-28T00:37:20.508Z,174312224050802
"Player stacks: #1 ""james @ yIasX5_n4b"" (83.83) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (199.92) | #4 ""cashin @ z9ny6iZJyv"" (163.35)",2025-03-28T00:37:20.508Z,174312224050801
"-- starting hand #191 (id: oa5j5sebhrva)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-28T00:37:20.508Z,174312224050800
"""james @ yIasX5_n4b"" shows a J♣, 3♣.",2025-03-28T00:37:18.308Z,174312223830800
"-- ending hand #190 --",2025-03-28T00:37:16.893Z,174312223689302
"""james @ yIasX5_n4b"" collected 17.50 from pot",2025-03-28T00:37:16.893Z,174312223689301
"Uncalled bet of 8.75 returned to ""james @ yIasX5_n4b""",2025-03-28T00:37:16.893Z,174312223689300
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T00:37:16.086Z,174312223608600
"""james @ yIasX5_n4b"" raises to 14.00",2025-03-28T00:37:00.140Z,174312222014000
"""cashin @ z9ny6iZJyv"" bets 5.25",2025-03-28T00:36:55.327Z,174312221532700
"Turn: K♥, 10♣, 6♦ [9♥]",2025-03-28T00:36:49.240Z,174312220924000
"""james @ yIasX5_n4b"" checks",2025-03-28T00:36:48.404Z,174312220840400
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:36:46.373Z,174312220637300
"Flop:  [K♥, 10♣, 6♦]",2025-03-28T00:36:45.053Z,174312220505300
"""cashin @ z9ny6iZJyv"" calls 3.10",2025-03-28T00:36:44.215Z,174312220421500
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:36:42.895Z,174312220289500
"""james @ yIasX5_n4b"" raises to 3.10",2025-03-28T00:36:41.566Z,174312220156600
"""cashin @ z9ny6iZJyv"" posts a big blind of 1.00",2025-03-28T00:36:37.706Z,174312219770609
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-28T00:36:37.706Z,174312219770608
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:36:37.706Z,174312219770607
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:36:37.706Z,174312219770606
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:36:37.706Z,174312219770605
"Your hand is J♣, 3♣",2025-03-28T00:36:37.706Z,174312219770602
"Player stacks: #1 ""james @ yIasX5_n4b"" (74.78) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (200.52) | #4 ""cashin @ z9ny6iZJyv"" (171.80)",2025-03-28T00:36:37.706Z,174312219770601
"-- starting hand #190 (id: xzdcvyq7f9iw)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-28T00:36:37.706Z,174312219770600
"-- ending hand #189 --",2025-03-28T00:36:34.776Z,174312219477602
"""MineSweeperPro @ 1CyApOBBYk"" collected 4.80 from pot",2025-03-28T00:36:34.776Z,174312219477601
"Uncalled bet of 5.80 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-28T00:36:34.776Z,174312219477600
"""cashin @ z9ny6iZJyv"" folds",2025-03-28T00:36:33.936Z,174312219393600
"""MineSweeperPro @ 1CyApOBBYk"" raises to 7.80",2025-03-28T00:36:31.179Z,174312219117900
"""james @ yIasX5_n4b"" folds",2025-03-28T00:36:27.821Z,174312218782100
"""cashin @ z9ny6iZJyv"" raises to 2.00",2025-03-28T00:36:20.499Z,174312218049900
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-28T00:36:18.159Z,174312217815909
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-28T00:36:18.159Z,174312217815908
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:36:18.159Z,174312217815907
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:36:18.159Z,174312217815906
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:36:18.159Z,174312217815905
"Your hand is 3♥, 6♠",2025-03-28T00:36:18.159Z,174312217815902
"Player stacks: #1 ""james @ yIasX5_n4b"" (75.38) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (197.82) | #4 ""cashin @ z9ny6iZJyv"" (173.90)",2025-03-28T00:36:18.159Z,174312217815901
"-- starting hand #189 (id: xhupwdybbauv)  (No Limit Texas Hold'em) (dealer: ""cashin @ z9ny6iZJyv"") --",2025-03-28T00:36:18.159Z,174312217815900
"-- ending hand #188 --",2025-03-28T00:36:15.183Z,174312217518302
"""cashin @ z9ny6iZJyv"" collected 26.50 from pot",2025-03-28T00:36:15.183Z,174312217518301
"Uncalled bet of 8.25 returned to ""cashin @ z9ny6iZJyv""",2025-03-28T00:36:15.183Z,174312217518300
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:36:14.356Z,174312217435600
"""cashin @ z9ny6iZJyv"" bets 8.25",2025-03-28T00:36:12.376Z,174312217237600
"Turn: 7♠, 6♣, 7♣ [3♦]",2025-03-28T00:35:58.044Z,174312215804400
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T00:35:57.199Z,174312215719900
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:35:54.499Z,174312215449900
"Flop:  [7♠, 6♣, 7♣]",2025-03-28T00:35:52.084Z,174312215208400
"""MineSweeperPro @ 1CyApOBBYk"" calls 12.60",2025-03-28T00:35:51.263Z,174312215126300
"""james @ yIasX5_n4b"" folds",2025-03-28T00:35:49.315Z,174312214931500
"""cashin @ z9ny6iZJyv"" raises to 12.60",2025-03-28T00:35:43.502Z,174312214350200
"""MineSweeperPro @ 1CyApOBBYk"" raises to 3.10",2025-03-28T00:35:39.827Z,174312213982700
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-28T00:35:37.856Z,174312213785609
"""cashin @ z9ny6iZJyv"" posts a small blind of 0.50",2025-03-28T00:35:37.856Z,174312213785608
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:35:37.856Z,174312213785607
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:35:37.856Z,174312213785606
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:35:37.856Z,174312213785605
"Your hand is 3♣, Q♠",2025-03-28T00:35:37.856Z,174312213785602
"Player stacks: #1 ""james @ yIasX5_n4b"" (76.48) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (210.52) | #4 ""cashin @ z9ny6iZJyv"" (160.10)",2025-03-28T00:35:37.856Z,174312213785601
"-- starting hand #188 (id: sml2h8xpiznk)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-28T00:35:37.856Z,174312213785600
"-- ending hand #187 --",2025-03-28T00:35:34.907Z,174312213490702
"""cashin @ z9ny6iZJyv"" collected 7.74 from pot",2025-03-28T00:35:34.907Z,174312213490701
"Uncalled bet of 7.72 returned to ""cashin @ z9ny6iZJyv""",2025-03-28T00:35:34.907Z,174312213490700
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:35:34.076Z,174312213407600
"""cashin @ z9ny6iZJyv"" raises to 11.44",2025-03-28T00:35:32.245Z,174312213224500
"""MineSweeperPro @ 1CyApOBBYk"" raises to 3.72",2025-03-28T00:35:25.270Z,174312212527000
"""james @ yIasX5_n4b"" folds",2025-03-28T00:35:22.381Z,174312212238100
"""cashin @ z9ny6iZJyv"" posts a big blind of 1.00",2025-03-28T00:35:20.713Z,174312212071309
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-28T00:35:20.713Z,174312212071308
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:35:20.713Z,174312212071307
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:35:20.713Z,174312212071306
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T00:35:20.713Z,174312212071305
"Your hand is 8♣, 4♠",2025-03-28T00:35:20.713Z,174312212071302
"Player stacks: #1 ""james @ yIasX5_n4b"" (76.58) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (214.34) | #4 ""cashin @ z9ny6iZJyv"" (156.18)",2025-03-28T00:35:20.713Z,174312212071301
"-- starting hand #187 (id: 28otukuntbxm)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-28T00:35:20.713Z,174312212071300
"-- ending hand #186 --",2025-03-28T00:35:17.676Z,174312211767602
"""james @ yIasX5_n4b"" collected 5.30 from pot with Two Pair, A's & 4's (combination: A♦, A♠, 4♥, 4♣, K♦)",2025-03-28T00:35:17.676Z,174312211767601
"""james @ yIasX5_n4b"" shows a K♦, 8♠.",2025-03-28T00:35:17.676Z,174312211767600
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:35:16.858Z,174312211685800
"""james @ yIasX5_n4b"" checks",2025-03-28T00:35:14.759Z,174312211475900
"River: 5♣, A♦, 4♥, 4♣ [A♠]",2025-03-28T00:35:13.406Z,174312211340600
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:35:12.584Z,174312211258400
"""james @ yIasX5_n4b"" checks",2025-03-28T00:35:11.701Z,174312211170100
"Turn: 5♣, A♦, 4♥ [4♣]",2025-03-28T00:35:10.648Z,174312211064800
"""cashin @ z9ny6iZJyv"" checks",2025-03-28T00:35:09.813Z,174312210981300
"""james @ yIasX5_n4b"" checks",2025-03-28T00:35:08.967Z,174312210896700
"Flop:  [5♣, A♦, 4♥]",2025-03-28T00:35:05.794Z,174312210579400
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T00:35:04.952Z,174312210495200
"""james @ yIasX5_n4b"" calls 2.00",2025-03-28T00:35:02.897Z,174312210289700
"""cashin @ z9ny6iZJyv"" raises to 2.00",2025-03-28T00:35:01.458Z,174312210145800
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-28T00:34:59.991Z,174312209999109
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-28T00:34:59.991Z,174312209999108
"""cashin @ z9ny6iZJyv"" posts an ante of 0.10",2025-03-28T00:34:59.991Z,174312209999107
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T00:34:59.991Z,174312209999106
